n,python,nim,rust,nim_v_python,rust_v_python,rust_v_nim
232,0.0004744833299992024,3.659264999441802e-05,3.5275540012662533e-05,12.966629366049789,13.45077438442846,1.0373377694936121
233,0.00047577682000337517,3.5503540002537195e-05,3.5500349986250514e-05,13.40082763491682,13.402031816239733,1.000089858727813
234,0.00048279157001161364,3.649512000265531e-05,3.481583999018767e-05,13.22893499121216,13.867009101250504,1.048233218355235
235,0.00048155079999560255,3.699134998896625e-05,3.5305750006955347e-05,13.017929871152017,13.639443997103461,1.0477429308732666
236,0.0004850049800006673,3.687104001073749e-05,3.6706939990835966e-05,13.154090035416019,13.212895984294816,1.0044705448054916
237,0.00048580168000626143,3.635234001194476e-05,3.5493350005708634e-05,13.363697628450748,13.687118289147874,1.0242014350884876
238,0.000486024380006711,3.643443000328261e-05,3.55341300019063e-05,13.33970038677487,13.677677770094194,1.0253362049761177
239,0.0004892196699984197,3.741683000043849e-05,3.5985039994557154e-05,13.074856154107296,13.595084792803224,1.0397884789373
240,0.000503368909994606,3.887943999870913e-05,3.6900649993185654e-05,12.946917702809474,13.64119358568377,1.0536248008067308
241,0.0004973772300036216,3.883903000314604e-05,3.813122999417828e-05,12.806118740950357,13.043828643334063,1.018562212891528
242,0.0005028901100013173,3.895881000062218e-05,3.8307830000121615e-05,12.908251304218123,13.127606288315489,1.0169933927476054
243,0.0005025118100093096,3.878192999763996e-05,3.820153000560822e-05,12.957369837960346,13.154232564390426,1.0151931085468706
244,0.0005050907899931189,3.9197829992190236e-05,3.905053001290071e-05,12.885682449608895,12.934287699200432,1.0037720353408996
245,0.000509406269993633,3.914982000424061e-05,3.835262001302908e-05,13.011714228531712,13.282176545450572,1.0207860634016843
246,0.0005095501799951308,3.8464439985546054e-05,3.839983000943903e-05,13.247305308139326,13.26959467971287,1.0016825589095353
247,0.0005169202999968548,3.9679729998169935e-05,4.001093000624678e-05,13.027313946458193,12.919477250744974,0.9917222616913643
248,0.0005087332699986291,4.018321000330616e-05,3.987551999671268e-05,12.660344207363522,12.758034755172316,1.0077162631764762
249,0.0005176037400087808,3.968733000874636e-05,3.930163000404718e-05,13.042039862462666,13.170032386836862,1.0098138424451977
250,0.0005147256599957472,4.02471200141008e-05,3.919663000488072e-05,12.789130248708734,13.13188557107216,1.0268005185417541
251,0.0005168316500021319,4.039822999402531e-05,3.931731998818577e-05,12.793423129641289,13.145139347174009,1.027491955356172
252,0.0005194210999979987,4.096172000572551e-05,3.929492999304784e-05,12.680646709303113,13.218527176149593,1.0424174317901205
253,0.0005220536299930245,4.068082000230788e-05,3.946722999899066e-05,12.832918067123712,13.227521414762972,1.0307493078016434
254,0.0005280921099983971,4.0989509998325956e-05,4.019851001430652e-05,12.883591680407127,13.137106569632824,1.019677345845354
255,0.0005242503099907481,4.057952999573899e-05,4.088902000148664e-05,12.919082849057059,12.821297990797712,0.9924309752169068
256,0.0005344173699995735,4.1550219993951035e-05,4.103372000827221e-05,12.861962465598861,13.02385866774539,1.0125872084123666
257,0.0005336335500032874,4.157760000452981e-05,4.123292001168011e-05,12.834640526272535,12.941929648739995,1.0083593398855106
258,0.0005362819699985266,4.260020999936387e-05,4.1676619985082654e-05,12.588716581597476,12.867693449960155,1.0221608665628787
259,0.0005380071500076156,4.273942000509123e-05,4.077023000718327e-05,12.588077937031592,13.196078361903393,1.0482997029342491
260,0.0005442422899977827,4.270842000551056e-05,4.1390419992239915e-05,12.743208246232488,13.148991725617185,1.031843117646976
261,0.0005540992900023411,4.28110199936782e-05,4.2590419998305154e-05,12.94291259783494,13.009951299479813,1.0051795684424296
262,0.0005452232000061485,4.3080399991595185e-05,4.1631519998190925e-05,12.655945629857648,13.096403879316464,1.03480247642813
263,0.0005586304299868061,4.3651209998643027e-05,4.3327369985490806e-05,12.797593239778967,12.893245774527204,1.0074742596483623
264,0.0005618986499939637,4.47046999943268e-05,4.309070000090287e-05,12.569118013660104,13.03990536199668,1.037455877797068
265,0.0005621109300045646,4.448391000551055e-05,4.364561998954741e-05,12.636275227041233,12.87897686272261,1.0192067386409884
266,0.0005616713599920331,4.495639999731793e-05,4.3897889991058034e-05,12.493690776519962,12.794951194839777,1.024113004212173
267,0.0005649443299989798,4.5656799993594174e-05,4.4093510005041026e-05,12.373717169802607,12.812414569273168,1.035453970173262
268,0.0005718361199978972,4.54399100090086e-05,4.4312299996818184e-05,12.584446577568682,12.90468154528105,1.025446885227609
269,0.0005735076800010574,4.63193999894429e-05,4.44406099995831e-05,12.38158698367792,12.905036182141458,1.042276422170565
270,0.0005779840799914382,4.681640000853804e-05,4.5153099999879484e-05,12.345760884776054,12.80054038356128,1.036836895111587
271,0.0005839837199891917,4.645309998522862e-05,4.480081001020153e-05,12.571469292143897,13.035115210109227,1.0368808058303152
272,0.0005825538700082689,4.5888200002082155e-05,4.5900990007794464e-05,12.695069102336456,12.6915317057289,0.999721356648078
273,0.0005889945200033254,4.6447999993688425e-05,4.6348599989869397e-05,12.68072941963832,12.70792472980984,1.0021446171802548
274,0.0005873429499843041,4.805728998690029e-05,4.638549000446801e-05,12.221724324122421,12.662212901658025,1.0360414427501197
275,0.0005956531900119444,4.804809999768622e-05,4.614950999894063e-05,12.397018613444201,12.907031732853017,1.0411399817417168
276,0.0005904899300003308,4.745219001051737e-05,4.644480000933981e-05,12.443892049438682,12.713800681272959,1.0216900492837728
277,0.0005893865100006224,4.6727900007681454e-05,4.57414100128517e-05,12.61316065784542,12.88518455891556,1.021566672180691
278,0.000603975129997707,4.912308999337256e-05,4.860888000621344e-05,12.295137176411181,12.425201525328372,1.0105785195440296
279,0.0006169183900055942,4.869140000664629e-05,4.9215889994229656e-05,12.669966152572854,12.534943289208528,0.9893430762372709
280,0.0006208874699950683,4.9928680000448366e-05,4.830658999708248e-05,12.435487378987242,12.853059386567493,1.0335790624729224
281,0.0006198874100118701,5.110598000101163e-05,4.945398000927526e-05,12.129449626043755,12.534631386505357,1.0334047935358597
282,0.0006252025499998127,5.0878090005426204e-05,4.8688099996070376e-05,12.288247257967706,12.840972435775331,1.0449799850380808
283,0.0006324170500010951,5.132975999003975e-05,4.87453700043261e-05,12.320670311410224,12.973889621618806,1.0530181632734408
284,0.000635508840005059,5.119138000736712e-05,5.024628000683151e-05,12.414372105491214,12.647878408484269,1.0188093526606767
285,0.0006416135700055747,5.1562270000431455e-05,5.069818998890696e-05,12.443470196331658,12.65555180857469,1.0170436067187716
286,0.0006327809600043111,5.241667999143829e-05,4.960356000083266e-05,12.07212971343605,12.756765038511128,1.0567120583796488
287,0.0006446013800086803,5.2409780000743925e-05,5.2033279989700534e-05,12.299257504983432,12.388251906016162,1.0072357539466648
288,0.0006504144499922404,5.238716001258581e-05,5.091658000310417e-05,12.41553177984798,12.774118959925968,1.0288821442719047
289,0.0006421776199931628,5.2457279998634476e-05,5.0497870015533406e-05,12.241916088860867,12.716924888032418,1.0388018342654521
290,0.0006551693300025363,5.1953769998362985e-05,5.132207999849925e-05,12.610621520308921,12.765837433356065,1.0123083475939052
291,0.0006527249700047832,5.235423001067829e-05,4.956679000315489e-05,12.467473399411126,13.168594737791931,1.056236040448574
292,0.0006554421400142018,5.242565001026378e-05,5.183657000088715e-05,12.50231785177448,12.644396417490285,1.0113641780188494
293,0.0006583508400035498,5.364795000787126e-05,5.202346999794827e-05,12.271686800836866,12.654881345468002,1.0312259064992602
294,0.0006568509499993525,5.296327999531059e-05,5.172357999981614e-05,12.402006636626556,12.699255349333658,1.0239677917788919
295,0.0006706688499980374,5.469457000799594e-05,5.303757001456688e-05,12.262073728708181,12.645165489554607,1.0312420043560435
296,0.0006797410100080015,5.489556999236811e-05,5.3623869989678495e-05,12.382438329768737,12.676090146773028,1.023715185101978
297,0.0006740568500026711,5.567164998865337e-05,5.3532069996435895e-05,12.10772179628326,12.591645532249157,1.0399681908874423
298,0.000676736389996222,5.562534999626223e-05,5.4022670010454025e-05,12.16597091149441,12.526896391186616,1.0296668044266983
299,0.0006650031100070919,5.4183560005185425e-05,5.355524999686168e-05,12.273152778138801,12.417141364218464,1.0117319965523561
300,0.0006744979599898215,5.560886000239407e-05,5.4358140005206224e-05,12.12932543412656,12.408407644654886,1.0230088814125733
